Year,Month,State,Accidents
2008,8,California,0
2008,9,California,2
2008,10,California,3
2008,11,California,4
2008,12,California,2
2009,1,California,4
2009,2,California,2
2009,3,California,0
2009,4,California,3
2009,5,California,1
2009,6,California,3
2009,7,California,6
2009,8,California,2
2009,9,California,0
2009,10,California,5
2009,11,California,1
2009,12,California,4
2010,1,California,1
2010,2,California,1
2010,3,California,3
2010,4,California,5
2010,5,California,3
2010,6,California,1
2010,7,California,0
2010,8,California,1
2010,9,California,1
2010,10,California,1
2010,11,California,4
2010,12,California,3
2011,1,California,2
2011,2,California,0
2011,3,California,0
2011,4,California,3
2011,5,California,4
2011,6,California,1
2011,7,California,2
2011,8,California,5
2011,9,California,4
2011,10,California,1
2011,11,California,1
2011,12,California,3
2012,1,California,2
2012,2,California,2
2012,3,California,3
2012,4,California,3
2012,5,California,3
2012,6,California,1
2012,7,California,3
2012,8,California,2
2012,9,California,3
2012,10,California,1
2012,11,California,4
2012,12,California,3
2013,1,California,7
2013,2,California,4
2013,3,California,4
2013,4,California,0
2013,5,California,1
2013,6,California,3
2013,7,California,1
2013,8,California,2
2013,9,California,4
2013,10,California,2
2013,11,California,1
2013,12,California,6
2014,1,California,4
2014,2,California,2
2014,3,California,2
2014,4,California,1
2014,5,California,3
2014,6,California,1
2014,7,California,1
2014,8,California,2
2014,9,California,2
2014,10,California,0
2014,11,California,2
2014,12,California,3
2015,1,California,1
2015,2,California,0
2015,3,California,1
2015,4,California,4
2015,5,California,1
2015,6,California,3
2015,7,California,4
2015,8,California,4
2015,9,California,1
2015,10,California,4
2015,11,California,4
2015,12,California,2
2016,1,California,3
2016,2,California,3
2016,3,California,2
2016,4,California,3
2016,5,California,3
2016,6,California,2
2016,7,California,4
2016,8,California,2
2016,9,California,2
2016,10,California,3
2016,11,California,6
2016,12,California,3
2017,1,California,3
2017,2,California,2
2017,3,California,4
2017,4,California,0
2017,5,California,5
2017,6,California,5
2017,7,California,3
2017,8,California,1
2017,9,California,2
2017,10,California,3
2017,11,California,7
2017,12,California,3
2018,1,California,2
2018,2,California,5
2018,3,California,3
2018,4,California,3
2018,5,California,3
2018,6,California,1
2018,7,California,2
2018,8,California,3
2018,9,California,4
2018,10,California,1
2018,11,California,4
2018,12,California,3
2019,1,California,0
2019,2,California,1
2019,3,California,5
2019,4,California,1
2019,5,California,1
2019,6,California,2
2019,7,California,1
2019,8,California,5
2019,9,California,7
2019,10,California,0
2019,11,California,0
2019,12,California,4
2020,1,California,2
2020,2,California,2
2020,3,California,3
2020,4,California,4
2020,5,California,2
2020,6,California,1
2020,7,California,3
2020,8,California,5
2020,9,California,2
2020,10,California,6
2020,11,California,4
2020,12,California,5
1999,1,Colorado,0
1999,2,Colorado,1
1999,3,Colorado,1
1999,4,Colorado,0
1999,5,Colorado,0
1999,6,Colorado,0
1999,7,Colorado,0
1999,8,Colorado,1
1999,9,Colorado,3
1999,10,Colorado,2
1999,11,Colorado,0
1999,12,Colorado,1
2000,1,Colorado,0
2000,2,Colorado,1
2000,3,Colorado,0
2000,4,Colorado,0
2000,5,Colorado,0
2000,6,Colorado,0
2000,7,Colorado,1
2000,8,Colorado,1
2000,9,Colorado,0
2000,10,Colorado,1
2000,11,Colorado,1
2000,12,Colorado,0
2001,1,Colorado,0
2001,2,Colorado,2
2001,3,Colorado,1
2001,4,Colorado,0
2001,5,Colorado,0
2001,6,Colorado,0
2001,7,Colorado,0
2001,8,Colorado,1
2001,9,Colorado,1
2001,10,Colorado,2
2001,11,Colorado,2
2001,12,Colorado,1
2002,1,Colorado,0
2002,2,Colorado,0
2002,3,Colorado,3
2002,4,Colorado,0
2002,5,Colorado,0
2002,6,Colorado,1
2002,7,Colorado,0
2002,8,Colorado,4
2002,9,Colorado,0
2002,10,Colorado,0
2002,11,Colorado,0
2002,12,Colorado,1
2003,1,Colorado,0
2003,2,Colorado,1
2003,3,Colorado,1
2003,4,Colorado,1
2003,5,Colorado,1
2003,6,Colorado,0
2003,7,Colorado,0
2003,8,Colorado,1
2003,9,Colorado,0
2003,10,Colorado,0
2003,11,Colorado,0
2003,12,Colorado,0
2004,1,Colorado,0
2004,2,Colorado,0
2004,3,Colorado,0
2004,4,Colorado,0
2004,5,Colorado,0
2004,6,Colorado,0
2004,7,Colorado,1
2004,8,Colorado,0
2004,9,Colorado,0
2004,10,Colorado,0
2004,11,Colorado,1
2004,12,Colorado,0
2005,1,Colorado,2
2005,2,Colorado,0
2005,3,Colorado,1
2005,4,Colorado,1
2005,5,Colorado,0
2005,6,Colorado,0
2005,7,Colorado,1
2005,8,Colorado,0
2005,9,Colorado,1
2005,10,Colorado,1
2005,11,Colorado,1
2005,12,Colorado,1
2006,1,Colorado,0
2006,2,Colorado,0
2006,3,Colorado,0
2006,4,Colorado,1
2006,5,Colorado,1
2006,6,Colorado,1
2006,7,Colorado,0
2006,8,Colorado,1
2006,9,Colorado,0
2006,10,Colorado,1
2006,11,Colorado,1
2006,12,Colorado,0
2007,1,Colorado,0
2007,2,Colorado,0
2007,3,Colorado,0
2007,4,Colorado,2
2007,5,Colorado,0
2007,6,Colorado,0
2007,7,Colorado,1
2007,8,Colorado,0
2007,9,Colorado,0
2007,10,Colorado,0
2007,11,Colorado,0
2007,12,Colorado,0
2008,1,Colorado,1
2008,2,Colorado,1
2008,3,Colorado,0
2008,4,Colorado,0
2008,5,Colorado,1
2008,6,Colorado,2
2008,7,Colorado,0
2008,8,Colorado,1
2008,9,Colorado,0
2008,10,Colorado,1
2008,11,Colorado,0
2008,12,Colorado,0
2009,1,Colorado,0
2009,2,Colorado,1
2009,3,Colorado,1
2009,4,Colorado,0
2009,5,Colorado,1
2009,6,Colorado,1
2009,7,Colorado,0
2009,8,Colorado,1
2009,9,Colorado,0
2009,10,Colorado,1
2009,11,Colorado,0
2009,12,Colorado,1
2010,1,Colorado,1
2010,2,Colorado,0
2010,3,Colorado,0
2010,4,Colorado,1
2010,5,Colorado,0
2010,6,Colorado,1
2010,7,Colorado,0
2010,8,Colorado,0
2010,9,Colorado,1
2010,10,Colorado,0
2010,11,Colorado,3
2010,12,Colorado,0
2011,1,Colorado,2
2011,2,Colorado,1
2011,3,Colorado,0
2011,4,Colorado,0
2011,5,Colorado,2
2011,6,Colorado,0
2011,7,Colorado,3
2011,8,Colorado,0
2011,9,Colorado,1
2011,10,Colorado,0
2011,11,Colorado,1
2011,12,Colorado,2
2012,1,Colorado,1
2012,2,Colorado,1
2012,3,Colorado,2
2012,4,Colorado,0
2012,5,Colorado,0
2012,6,Colorado,1
2012,7,Colorado,2
2012,8,Colorado,0
2012,9,Colorado,2
2012,10,Colorado,0
2012,11,Colorado,1
2012,12,Colorado,1
2013,1,Colorado,0
2013,2,Colorado,0
2013,3,Colorado,0
2013,4,Colorado,0
2013,5,Colorado,0
2013,6,Colorado,0
2013,7,Colorado,1
2013,8,Colorado,1
2013,9,Colorado,0
2013,10,Colorado,2
2013,11,Colorado,1
2013,12,Colorado,0
2014,1,Colorado,1
2014,2,Colorado,0
2014,3,Colorado,0
2014,4,Colorado,0
2014,5,Colorado,0
2014,6,Colorado,0
2014,7,Colorado,0
2014,8,Colorado,0
2014,9,Colorado,0
2014,10,Colorado,0
2014,11,Colorado,0
2014,12,Colorado,1
2015,1,Colorado,0
2015,2,Colorado,1
2015,3,Colorado,1
2015,4,Colorado,0
2015,5,Colorado,0
2015,6,Colorado,0
2015,7,Colorado,0
2015,8,Colorado,1
2015,9,Colorado,0
2015,10,Colorado,1
2015,11,Colorado,0
2015,12,Colorado,0
2016,1,Colorado,0
2016,2,Colorado,1
2016,3,Colorado,0
2016,4,Colorado,0
2016,5,Colorado,2
2016,6,Colorado,0
2016,7,Colorado,1
2016,8,Colorado,1
2016,9,Colorado,1
2016,10,Colorado,2
2016,11,Colorado,1
2016,12,Colorado,2
2017,1,Colorado,0
2017,2,Colorado,1
2017,3,Colorado,0
2017,4,Colorado,0
2017,5,Colorado,0
2017,6,Colorado,1
2017,7,Colorado,0
2017,8,Colorado,1
2017,9,Colorado,0
2017,10,Colorado,0
2017,11,Colorado,0
2017,12,Colorado,0
2018,1,Colorado,1
2018,2,Colorado,0
2018,3,Colorado,0
2018,4,Colorado,0
2018,5,Colorado,0
2018,6,Colorado,1
2018,7,Colorado,0
2018,8,Colorado,0
2018,9,Colorado,2
2018,10,Colorado,2
2018,11,Colorado,1
2018,12,Colorado,1
2019,1,Colorado,0
2019,2,Colorado,2
2019,3,Colorado,1
2019,4,Colorado,0
2019,5,Colorado,0
2019,6,Colorado,0
2019,7,Colorado,0
2019,8,Colorado,1
2019,9,Colorado,3
2019,10,Colorado,1
2019,11,Colorado,1
2019,12,Colorado,0
2020,1,Colorado,1
2020,2,Colorado,0
2020,3,Colorado,1
2020,4,Colorado,1
2020,5,Colorado,2
2020,6,Colorado,0
2020,7,Colorado,0
2020,8,Colorado,0
2020,9,Colorado,0
2020,10,Colorado,0
2020,11,Colorado,0
2020,12,Colorado,1
1999,1,Connecticut,0
1999,2,Connecticut,0
1999,3,Connecticut,0
1999,4,Connecticut,0
1999,5,Connecticut,0
1999,6,Connecticut,0
1999,7,Connecticut,1
1999,8,Connecticut,0
1999,9,Connecticut,0
1999,10,Connecticut,1
1999,11,Connecticut,0
1999,12,Connecticut,0
2000,1,Connecticut,0
2000,2,Connecticut,0
2000,3,Connecticut,0
2000,4,Connecticut,0
2000,5,Connecticut,1
2000,6,Connecticut,0
2000,7,Connecticut,0
2000,8,Connecticut,2
2000,9,Connecticut,0
2000,10,Connecticut,0
2000,11,Connecticut,0
2000,12,Connecticut,0
2001,1,Connecticut,0
2001,2,Connecticut,0
2001,3,Connecticut,0
2001,4,Connecticut,0
2001,5,Connecticut,0
2001,6,Connecticut,0
2001,7,Connecticut,1
2001,8,Connecticut,0
2001,9,Connecticut,1
2001,10,Connecticut,1
2001,11,Connecticut,0
2001,12,Connecticut,0
2002,1,Connecticut,0
2002,2,Connecticut,0
2002,3,Connecticut,0
2002,4,Connecticut,0
2002,5,Connecticut,1
2002,6,Connecticut,0
2002,7,Connecticut,0
2002,8,Connecticut,0
2002,9,Connecticut,1
2002,10,Connecticut,1
2002,11,Connecticut,0
2002,12,Connecticut,0
2003,1,Connecticut,0
2003,2,Connecticut,0
2003,3,Connecticut,1
2003,4,Connecticut,2
2003,5,Connecticut,1
2003,6,Connecticut,0
2003,7,Connecticut,1
2003,8,Connecticut,0
2003,9,Connecticut,0
2003,10,Connecticut,0
2003,11,Connecticut,0
2003,12,Connecticut,1
2004,1,Connecticut,1
2004,2,Connecticut,0
2004,3,Connecticut,1
2004,4,Connecticut,0
2004,5,Connecticut,0
2004,6,Connecticut,0
2004,7,Connecticut,0
2004,8,Connecticut,0
2004,9,Connecticut,0
2004,10,Connecticut,0
2004,11,Connecticut,0
2004,12,Connecticut,0
2005,1,Connecticut,0
2005,2,Connecticut,1
2005,3,Connecticut,0
2005,4,Connecticut,3
2005,5,Connecticut,0
2005,6,Connecticut,1
2005,7,Connecticut,2
2005,8,Connecticut,2
2005,9,Connecticut,0
2005,10,Connecticut,0
2005,11,Connecticut,0
2005,12,Connecticut,0
2006,1,Connecticut,0
2006,2,Connecticut,0
2006,3,Connecticut,0
2006,4,Connecticut,0
2006,5,Connecticut,0
2006,6,Connecticut,0
2006,7,Connecticut,1
2006,8,Connecticut,0
2006,9,Connecticut,0
2006,10,Connecticut,0
2006,11,Connecticut,0
2006,12,Connecticut,0
2007,1,Connecticut,1
2007,2,Connecticut,0
2007,3,Connecticut,1
2007,4,Connecticut,0
2007,5,Connecticut,0
2007,6,Connecticut,1
2007,7,Connecticut,0
2007,8,Connecticut,0
2007,9,Connecticut,0
2007,10,Connecticut,0
2007,11,Connecticut,0
2007,12,Connecticut,0
2008,1,Connecticut,0
2008,2,Connecticut,0
2008,3,Connecticut,0
2008,4,Connecticut,0
2008,5,Connecticut,0
2008,6,Connecticut,0
2008,7,Connecticut,0
2008,8,Connecticut,1
2008,9,Connecticut,0
2008,10,Connecticut,1
2008,11,Connecticut,0
2008,12,Connecticut,0
2009,1,Connecticut,0
2009,2,Connecticut,0
2009,3,Connecticut,0
2009,4,Connecticut,0
2009,5,Connecticut,0
2009,6,Connecticut,0
2009,7,Connecticut,0
2009,8,Connecticut,0
2009,9,Connecticut,1
2009,10,Connecticut,0
2009,11,Connecticut,0
2009,12,Connecticut,0
2010,1,Connecticut,0
2010,2,Connecticut,0
2010,3,Connecticut,0
2010,4,Connecticut,0
2010,5,Connecticut,0
2010,6,Connecticut,0
2010,7,Connecticut,0
2010,8,Connecticut,0
2010,9,Connecticut,0
2010,10,Connecticut,0
2010,11,Connecticut,0
2010,12,Connecticut,0
2011,1,Connecticut,0
2011,2,Connecticut,0
2011,3,Connecticut,0
2011,4,Connecticut,0
2011,5,Connecticut,1
2011,6,Connecticut,0
2011,7,Connecticut,0
2011,8,Connecticut,0
2011,9,Connecticut,0
2011,10,Connecticut,0
2011,11,Connecticut,0
2011,12,Connecticut,1
2012,1,Connecticut,0
2012,2,Connecticut,0
2012,3,Connecticut,0
2012,4,Connecticut,0
2012,5,Connecticut,0
2012,6,Connecticut,0
2012,7,Connecticut,1
2012,8,Connecticut,0
2012,9,Connecticut,1
2012,10,Connecticut,0
2012,11,Connecticut,0
2012,12,Connecticut,0
2013,1,Connecticut,0
2013,2,Connecticut,0
2013,3,Connecticut,0
2013,4,Connecticut,0
2013,5,Connecticut,0
2013,6,Connecticut,0
2013,7,Connecticut,0
2013,8,Connecticut,0
2013,9,Connecticut,0
2013,10,Connecticut,0
2013,11,Connecticut,0
2013,12,Connecticut,0
2014,1,Connecticut,0
2014,2,Connecticut,0
2014,3,Connecticut,0
2014,4,Connecticut,0
2014,5,Connecticut,0
2014,6,Connecticut,0
2014,7,Connecticut,1
2014,8,Connecticut,0
2014,9,Connecticut,1
2014,10,Connecticut,0
2014,11,Connecticut,0
2014,12,Connecticut,1
2015,1,Connecticut,0
2015,2,Connecticut,0
2015,3,Connecticut,0
2015,4,Connecticut,0
2015,5,Connecticut,0
2015,6,Connecticut,0
2015,7,Connecticut,1
2015,8,Connecticut,0
2015,9,Connecticut,0
2015,10,Connecticut,0
2015,11,Connecticut,0
2015,12,Connecticut,0
2016,1,Connecticut,0
2016,2,Connecticut,1
2016,3,Connecticut,0
2016,4,Connecticut,0
2016,5,Connecticut,0
2016,6,Connecticut,0
2016,7,Connecticut,0
2016,8,Connecticut,0
2016,9,Connecticut,0
2016,10,Connecticut,0
2016,11,Connecticut,0
2016,12,Connecticut,0
2017,1,Connecticut,0
2017,2,Connecticut,0
2017,3,Connecticut,0
2017,4,Connecticut,0
2017,5,Connecticut,0
2017,6,Connecticut,0
2017,7,Connecticut,0
2017,8,Connecticut,0
2017,9,Connecticut,1
2017,10,Connecticut,0
2017,11,Connecticut,0
2017,12,Connecticut,0
2018,1,Connecticut,0
2018,2,Connecticut,0
2018,3,Connecticut,0
2018,4,Connecticut,0
2018,5,Connecticut,0
2018,6,Connecticut,0
2018,7,Connecticut,0
2018,8,Connecticut,0
2018,9,Connecticut,0
2018,10,Connecticut,0
2018,11,Connecticut,0
2018,12,Connecticut,0
2019,1,Connecticut,0
2019,2,Connecticut,0
2019,3,Connecticut,0
2019,4,Connecticut,0
2019,5,Connecticut,0
2019,6,Connecticut,1
2019,7,Connecticut,0
2019,8,Connecticut,0
2019,9,Connecticut,0
2019,10,Connecticut,0
2019,11,Connecticut,0
2019,12,Connecticut,0
2020,1,Connecticut,0
2020,2,Connecticut,0
2020,3,Connecticut,0
2020,4,Connecticut,0
2020,5,Connecticut,1
2020,6,Connecticut,0
2020,7,Connecticut,0
2020,8,Connecticut,0
2020,9,Connecticut,0
2020,10,Connecticut,2
2020,11,Connecticut,0
2020,12,Connecticut,0
1999,1,Delaware,0
1999,2,Delaware,0
1999,3,Delaware,1
1999,4,Delaware,0
1999,5,Delaware,0
1999,6,Delaware,0
1999,7,Delaware,0
1999,8,Delaware,0
1999,9,Delaware,0
1999,10,Delaware,0
1999,11,Delaware,0
1999,12,Delaware,0
2000,1,Delaware,1
2000,2,Delaware,0
2000,3,Delaware,0
2000,4,Delaware,1
2000,5,Delaware,0
2000,6,Delaware,0
2000,7,Delaware,0
2000,8,Delaware,0
2000,9,Delaware,0
2000,10,Delaware,0
2000,11,Delaware,0
2000,12,Delaware,0
2001,1,Delaware,0
2001,2,Delaware,0
2001,3,Delaware,0
2001,4,Delaware,1
2001,5,Delaware,0
2001,6,Delaware,0
2001,7,Delaware,0
2001,8,Delaware,0
2001,9,Delaware,0
2001,10,Delaware,0
2001,11,Delaware,2
2001,12,Delaware,0
2002,1,Delaware,2
2002,2,Delaware,0
2002,3,Delaware,0
2002,4,Delaware,0
2002,5,Delaware,1
2002,6,Delaware,0
2002,7,Delaware,1
2002,8,Delaware,1
2002,9,Delaware,0
2002,10,Delaware,0
2002,11,Delaware,2
2002,12,Delaware,0
2003,1,Delaware,0
2003,2,Delaware,0
2003,3,Delaware,0
2003,4,Delaware,0
2003,5,Delaware,0
2003,6,Delaware,1
2003,7,Delaware,0
2003,8,Delaware,0
2003,9,Delaware,0
2003,10,Delaware,0
2003,11,Delaware,0
2003,12,Delaware,0
2004,1,Delaware,0
2004,2,Delaware,0
2004,3,Delaware,0
2004,4,Delaware,0
2004,5,Delaware,0
2004,6,Delaware,0
2004,7,Delaware,0
2004,8,Delaware,0
2004,9,Delaware,0
2004,10,Delaware,1
2004,11,Delaware,0
2004,12,Delaware,0
2005,1,Delaware,0
2005,2,Delaware,0
2005,3,Delaware,0
2005,4,Delaware,0
2005,5,Delaware,0
2005,6,Delaware,0
2005,7,Delaware,0
2005,8,Delaware,0
2005,9,Delaware,0
2005,10,Delaware,0
2005,11,Delaware,0
2005,12,Delaware,0
2006,1,Delaware,0
2006,2,Delaware,0
2006,3,Delaware,0
2006,4,Delaware,0
2006,5,Delaware,0
2006,6,Delaware,0
2006,7,Delaware,0
2006,8,Delaware,0
2006,9,Delaware,0
2006,10,Delaware,0
2006,11,Delaware,0
2006,12,Delaware,0
2007,1,Delaware,0
2007,2,Delaware,0
2007,3,Delaware,0
2007,4,Delaware,0
2007,5,Delaware,0
2007,6,Delaware,0
2007,7,Delaware,0
2007,8,Delaware,0
2007,9,Delaware,0
2007,10,Delaware,0
2007,11,Delaware,0
2007,12,Delaware,0
2008,1,Delaware,0
2008,2,Delaware,0
2008,3,Delaware,0
2008,4,Delaware,0
2008,5,Delaware,0
2008,6,Delaware,0
2008,7,Delaware,0
2008,8,Delaware,0
2008,9,Delaware,0
2008,10,Delaware,0
2008,11,Delaware,0
2008,12,Delaware,0
2009,1,Delaware,0
2009,2,Delaware,0
2009,3,Delaware,0
2009,4,Delaware,0
2009,5,Delaware,0
2009,6,Delaware,0
2009,7,Delaware,0
2009,8,Delaware,0
2009,9,Delaware,0
2009,10,Delaware,0
2009,11,Delaware,0
2009,12,Delaware,0
2010,1,Delaware,0
2010,2,Delaware,0
2010,3,Delaware,0
2010,4,Delaware,0
2010,5,Delaware,0
2010,6,Delaware,0
2010,7,Delaware,0
2010,8,Delaware,0
2010,9,Delaware,0
2010,10,Delaware,0
2010,11,Delaware,0
2010,12,Delaware,0
2011,1,Delaware,0
2011,2,Delaware,0
2011,3,Delaware,0
2011,4,Delaware,0
2011,5,Delaware,0
2011,6,Delaware,0
2011,7,Delaware,0
2011,8,Delaware,0
2011,9,Delaware,0
2011,10,Delaware,0
2011,11,Delaware,0
2011,12,Delaware,0
2012,1,Delaware,0
2012,2,Delaware,0
2012,3,Delaware,0
2012,4,Delaware,0
2012,5,Delaware,0
2012,6,Delaware,0
2012,7,Delaware,0
2012,8,Delaware,0
2012,9,Delaware,0
2012,10,Delaware,0
2012,11,Delaware,0
2012,12,Delaware,0
2013,1,Delaware,0
2013,2,Delaware,0
2013,3,Delaware,0
2013,4,Delaware,0
2013,5,Delaware,0
2013,6,Delaware,0
2013,7,Delaware,0
2013,8,Delaware,0
2013,9,Delaware,0
2013,10,Delaware,0
2013,11,Delaware,0
2013,12,Delaware,0
2014,1,Delaware,0
2014,2,Delaware,0
2014,3,Delaware,0
2014,4,Delaware,0
2014,5,Delaware,0
2014,6,Delaware,0
2014,7,Delaware,0
2014,8,Delaware,0
2014,9,Delaware,0
2014,10,Delaware,0
2014,11,Delaware,0
2014,12,Delaware,0
2015,1,Delaware,0
2015,2,Delaware,0
2015,3,Delaware,0
2015,4,Delaware,0
2015,5,Delaware,0
2015,6,Delaware,0
2015,7,Delaware,0
2015,8,Delaware,0
2015,9,Delaware,0
2015,10,Delaware,0
2015,11,Delaware,0
2015,12,Delaware,0
2016,1,Delaware,0
2016,2,Delaware,0
2016,3,Delaware,0
2016,4,Delaware,0
2016,5,Delaware,0
2016,6,Delaware,0
2016,7,Delaware,0
2016,8,Delaware,1
2016,9,Delaware,0
2016,10,Delaware,0
2016,11,Delaware,1
2016,12,Delaware,0
2017,1,Delaware,0
2017,2,Delaware,0
2017,3,Delaware,0
2017,4,Delaware,0
2017,5,Delaware,0
2017,6,Delaware,0
2017,7,Delaware,0
2017,8,Delaware,0
2017,9,Delaware,0
2017,10,Delaware,0
2017,11,Delaware,0
2017,12,Delaware,0
2018,1,Delaware,1
2018,2,Delaware,0
2018,3,Delaware,0
2018,4,Delaware,0
2018,5,Delaware,0
2018,6,Delaware,0
2018,7,Delaware,0
2018,8,Delaware,0
2018,9,Delaware,1
2018,10,Delaware,0
2018,11,Delaware,0
2018,12,Delaware,0
2019,1,Delaware,0
2019,2,Delaware,0
2019,3,Delaware,0
2019,4,Delaware,0
2019,5,Delaware,0
2019,6,Delaware,0
2019,7,Delaware,1
2019,8,Delaware,0
2019,9,Delaware,0
2019,10,Delaware,0
2019,11,Delaware,0
2019,12,Delaware,0
2020,1,Delaware,0
2020,2,Delaware,0
2020,3,Delaware,0
2020,4,Delaware,0
2020,5,Delaware,0
2020,6,Delaware,0
2020,7,Delaware,0
2020,8,Delaware,0
2020,9,Delaware,0
2020,10,Delaware,0
2020,11,Delaware,0
2020,12,Delaware,0
1999,1,District of Columbia,0
1999,2,District of Columbia,0
1999,3,District of Columbia,0
1999,4,District of Columbia,0
1999,5,District of Columbia,0
1999,6,District of Columbia,0
1999,7,District of Columbia,0
1999,8,District of Columbia,0
1999,9,District of Columbia,0
1999,10,District of Columbia,1
1999,11,District of Columbia,0
1999,12,District of Columbia,0
2000,1,District of Columbia,0
2000,2,District of Columbia,1
2000,3,District of Columbia,0
2000,4,District of Columbia,0
2000,5,District of Columbia,0
2000,6,District of Columbia,0
2000,7,District of Columbia,1
2000,8,District of Columbia,0
2000,9,District of Columbia,0
2000,10,District of Columbia,0
2000,11,District of Columbia,0
2000,12,District of Columbia,1
2001,1,District of Columbia,0
2001,2,District of Columbia,0
2001,3,District of Columbia,1
2001,4,District of Columbia,0
2001,5,District of Columbia,1
2001,6,District of Columbia,1
2001,7,District of Columbia,0
2001,8,District of Columbia,0
2001,9,District of Columbia,0
2001,10,District of Columbia,0
2001,11,District of Columbia,0
2001,12,District of Columbia,1
2002,1,District of Columbia,0
2002,2,District of Columbia,0
2002,3,District of Columbia,1
2002,4,District of Columbia,0
2002,5,District of Columbia,0
2002,6,District of Columbia,1
2002,7,District of Columbia,0
2002,8,District of Columbia,1
2002,9,District of Columbia,0
2002,10,District of Columbia,1
2002,11,District of Columbia,0
2002,12,District of Columbia,0
2003,1,District of Columbia,0
2003,2,District of Columbia,0
2003,3,District of Columbia,1
2003,4,District of Columbia,0
2003,5,District of Columbia,0
2003,6,District of Columbia,0
2003,7,District of Columbia,0
2003,8,District of Columbia,0
2003,9,District of Columbia,0
2003,10,District of Columbia,0
2003,11,District of Columbia,0
2003,12,District of Columbia,0
2004,1,District of Columbia,1
2004,2,District of Columbia,0
2004,3,District of Columbia,0
2004,4,District of Columbia,0
2004,5,District of Columbia,0
2004,6,District of Columbia,0
2004,7,District of Columbia,0
2004,8,District of Columbia,0
2004,9,District of Columbia,0
2004,10,District of Columbia,0
2004,11,District of Columbia,0
2004,12,District of Columbia,0
2005,1,District of Columbia,0
2005,2,District of Columbia,0
2005,3,District of Columbia,0
2005,4,District of Columbia,0
2005,5,District of Columbia,1
2005,6,District of Columbia,0
2005,7,District of Columbia,0
2005,8,District of Columbia,0
2005,9,District of Columbia,0
2005,10,District of Columbia,0
2005,11,District of Columbia,0
2005,12,District of Columbia,0
2006,1,District of Columbia,2
2006,2,District of Columbia,0
2006,3,District of Columbia,0
2006,4,District of Columbia,0
2006,5,District of Columbia,0
2006,6,District of Columbia,0
2006,7,District of Columbia,0
2006,8,District of Columbia,0
2006,9,District of Columbia,0
2006,10,District of Columbia,0
2006,11,District of Columbia,0
2006,12,District of Columbia,1
2007,1,District of Columbia,0
2007,2,District of Columbia,0
2007,3,District of Columbia,0
2007,4,District of Columbia,0
2007,5,District of Columbia,0
2007,6,District of Columbia,0
2007,7,District of Columbia,0
2007,8,District of Columbia,1
2007,9,District of Columbia,0
2007,10,District of Columbia,0
2007,11,District of Columbia,0
2007,12,District of Columbia,0
2008,1,District of Columbia,0
2008,2,District of Columbia,0
2008,3,District of Columbia,0
2008,4,District of Columbia,0
2008,5,District of Columbia,0
2008,6,District of Columbia,0
2008,7,District of Columbia,0
2008,8,District of Columbia,0
2008,9,District of Columbia,0
2008,10,District of Columbia,0
2008,11,District of Columbia,0
2008,12,District of Columbia,0
2009,1,District of Columbia,0
2009,2,District of Columbia,0
2009,3,District of Columbia,0
2009,4,District of Columbia,0
2009,5,District of Columbia,0
2009,6,District of Columbia,0
2009,7,District of Columbia,0
2009,8,District of Columbia,0
2009,9,District of Columbia,0
2009,10,District of Columbia,0
